claim_id,SSN,claim_age,patient_name,patient_id,provider_id,provider_name,claim_amount,approved_amount,claim_status,submission_date,adjudication_date,payment_date,denial_reason
CLM507316,934-72-1937,25,Sophia Rodriguez,P00535,PR003,Aetna,20465,18417,Approved,15-07-2024,20-07-2024,19-08-2024,
CLM507317,203-38-3825,56,Robert Brown,P00596,PR003,Aetna,5168,0,Denied,23-06-2024,28-06-2024,,Pre-Authorization Required
CLM507318,350-24-3532,45,Barbara Davis,P00397,PR002,Medicaid,15533,13220,Approved,14-04-2024,03-05-2024,22-05-2024,
CLM507319,754-69-6472,40,Anthony Rodriguez,P00599,PR012,EyeMed,1528,1429,Approved,03-04-2024,13-04-2024,10-05-2024,
CLM507320,891-73-6986,46,Emily Taylor,P00317,PR004,Cigna,16624,16050,Approved,19-09-2024,29-09-2024,12-10-2024,
CLM507321,507-93-5912,20,Joseph Smith,P00281,PR003,Aetna,12972,12196,Approved,17-03-2024,05-04-2024,28-04-2024,
CLM507322,196-31-2439,33,Rosie Martinez,P00299,PR001,Medicare,16609,11278,Approved,27-05-2024,10-06-2024,29-06-2024,
CLM507323,870-28-2423,46,John Taylor,P00090,PR012,EyeMed,33081,26210,Approved,30-01-2024,05-02-2024,22-02-2024,
CLM507324,993-57-1311,26,Matthew Ramore,P00030,PR010,Davis Vision,48394,33189,Approved,07-01-2024,17-01-2024,25-01-2024,
CLM507325,399-27-4080,29,Karen Martin,P00460,PR010,Davis Vision,33054,31019,Approved,19-09-2024,29-09-2024,23-10-2024,
CLM507326,697-85-9046,70,Andrew Taylor,P00116,PR013,Superior Vision,26265,18545,Approved,17-03-2024,31-03-2024,28-04-2024,
CLM507327,141-86-5310,78,Thomas Moore,P00251,PR009,Vision Service Plan,58899,55850,Approved,07-07-2024,15-07-2024,05-08-2024,
CLM507328,703-43-6398,60,Barbara Martin,P00339,PR009,Vision Service Plan,44531,0,Denied,22-03-2024,10-04-2024,,Timely Filing Limit Exceeded
CLM507329,892-71-1940,42,Matthew Wilson,P00011,PR007,Humana,46380,30698,Approved,02-03-2024,12-03-2024,03-04-2024,
CLM507330,715-17-9326,34,John Moore,P00020,PR012,EyeMed,4222,0,Denied,05-02-2024,17-02-2024,,Invalid CPT Code
CLM507331,859-23-4484,71,Olivia Miller,P00043,PR004,Cigna,55889,37326,Approved,25-02-2024,12-03-2024,09-04-2024,
CLM507332,233-92-6699,24,Michael Jones,P00097,PR013,Superior Vision,27621,24020,Approved,16-07-2024,29-07-2024,20-08-2024,
CLM507333,703-43-6398,77,Barbara Martin,P00339,PR010,Davis Vision,42101,28549,Approved,27-10-2024,15-11-2024,12-12-2024,
CLM507334,399-27-4080,72,Karen Martin,P00460,PR009,Vision Service Plan,44742,35743,Approved,04-01-2024,24-01-2024,07-02-2024,
CLM507335,262-96-5638,89,Mary Garcia,P00422,PR013,Superior Vision,50389,36662,Approved,03-01-2024,17-01-2024,29-01-2024,
CLM507336,958-56-3520,80,Rosie Miller,P00013,PR005,UnitedHealthcare,37624,24905,Approved,21-08-2024,03-09-2024,22-09-2024,
CLM507337,345-59-6663,23,Joseph Williams,P00492,PR014,Anthem,2767,2098,Approved,12-08-2024,24-08-2024,01-09-2024,
CLM507338,360-50-2796,30,Susan Martin,P00565,PR007,Humana,51949,44064,Approved,30-07-2024,12-08-2024,23-08-2024,
CLM507339,225-41-7730,68,Daniel Moore,P00115,PR015,Molina Healthcare,29428,0,Denied,07-04-2024,23-04-2024,,Timely Filing Limit Exceeded
CLM507340,580-20-3160,85,Robert Jackson,P00188,PR003,Aetna,1601,1358,Approved,26-07-2024,02-08-2024,19-08-2024,
CLM507341,508-83-4501,43,Linda Moore,P00518,PR010,Davis Vision,5063,4845,Approved,21-08-2024,06-09-2024,04-10-2024,
CLM507342,502-43-8319,67,Anthony Garcia,P00291,PR015,Molina Healthcare,56466,39196,Approved,18-05-2024,07-06-2024,17-06-2024,
CLM507343,536-25-5659,77,Mary Rodriguez,P00101,PR013,Superior Vision,30413,0,Denied,08-06-2024,17-06-2024,,Pre-Authorization Required
CLM507344,291-67-4094,24,Paul Lopez,P00500,PR004,Cigna,30912,27402,Approved,17-01-2024,06-02-2024,24-02-2024,
CLM507345,718-87-2078,33,Rosie Jones,P00194,PR007,Humana,17648,14043,Approved,19-01-2024,29-01-2024,28-02-2024,
CLM507346,925-81-3051,80,Sophia Wilson,P00441,PR014,Anthem,8897,8028,Approved,05-10-2024,11-10-2024,27-10-2024,
CLM507347,901-17-7733,68,Barbara Anderson,P00243,PR013,Superior Vision,32564,22109,Approved,03-10-2024,07-10-2024,27-10-2024,
CLM507348,126-11-1449,90,Charles Martinez,P00330,PR003,Aetna,11069,9563,Approved,17-08-2024,31-08-2024,18-09-2024,
CLM507349,363-12-6079,59,Thomas Gonzalez,P00179,PR001,Medicare,11993,11721,Approved,30-08-2024,15-09-2024,11-10-2024,
CLM507350,535-74-6040,43,Daniel Thomas,P00388,PR005,UnitedHealthcare,45938,33200,Approved,08-06-2024,20-06-2024,05-07-2024,
CLM507351,925-99-1270,20,Mary Smith,P00214,PR012,EyeMed,50372,0,Denied,18-03-2024,23-03-2024,,Invalid CPT Code
CLM507352,770-20-8550,59,Sophia Smith,P00485,PR009,Vision Service Plan,8304,7152,Approved,07-10-2024,13-10-2024,07-11-2024,
CLM507353,498-71-9471,25,Sarah Johnson,P00378,PR008,Kaiser Permanente,12161,10377,Approved,25-08-2024,13-09-2024,24-09-2024,
CLM507354,277-77-4665,39,James Jones,P00580,PR015,Molina Healthcare,54308,0,Denied,06-10-2024,25-10-2024,,Missing Documentation
CLM507355,916-26-1615,65,Rosie Johnson,P00311,PR003,Aetna,3275,2725,Approved,18-03-2024,05-04-2024,14-04-2024,
CLM507356,935-82-1070,73,Olivia Jones,P00362,PR004,Cigna,3595,0,Denied,05-04-2024,13-04-2024,,Coverage Not Eligible
CLM507357,975-28-8981,57,Susan Smith,P00298,PR009,Vision Service Plan,6870,5327,Approved,09-05-2024,27-05-2024,21-06-2024,
CLM507358,916-61-7397,57,Patricia Martinez,P00237,PR012,EyeMed,51129,48195,Approved,27-10-2024,15-11-2024,09-12-2024,
CLM507359,542-12-3334,58,Mary Moore,P00108,PR006,Blue Cross Blue Shield,4255,0,Denied,20-08-2024,09-09-2024,,Incorrect Member ID
CLM507360,333-10-6901,44,Jessica Smith,P00617,PR001,Medicare,56700,0,Denied,11-04-2024,28-04-2024,,Invalid CPT Code
CLM507361,683-98-4146,68,Mary Gonzalez,P00439,PR009,Vision Service Plan,10817,10305,Approved,17-07-2024,22-07-2024,29-07-2024,
CLM507362,180-29-1660,28,Richard Rodriguez,P00225,PR005,UnitedHealthcare,37743,33501,Approved,15-09-2024,19-09-2024,30-09-2024,
CLM507363,341-38-5289,41,Joseph Miller,P00464,PR002,Medicaid,38880,0,Denied,06-05-2024,11-05-2024,,Policy Lapsed
CLM507364,370-81-7579,54,Andrew Thomas,P00240,PR013,Superior Vision,20314,0,Denied,24-07-2024,12-08-2024,,Missing Documentation
CLM507365,833-64-4509,44,Andrew Lopez,P00304,PR003,Aetna,54213,36742,Approved,02-02-2024,12-02-2024,02-03-2024,
CLM507366,229-80-4135,50,Susan Anderson,P00540,PR004,Cigna,32528,24071,Approved,12-10-2024,16-10-2024,27-10-2024,
CLM507367,841-45-4502,43,Mary Brown,P00643,PR002,Medicaid,17047,16363,Approved,18-04-2024,02-05-2024,22-05-2024,
CLM507368,711-74-8856,85,Patricia Davis,P00110,PR013,Superior Vision,23892,21863,Approved,01-04-2024,16-04-2024,26-04-2024,
CLM507369,620-53-3216,67,Michael Rodriguez,P00193,PR001,Medicare,49650,0,Denied,06-10-2024,17-10-2024,,Coverage Not Eligible
CLM507370,909-19-7215,26,Daniel Wilson,P00255,PR010,Davis Vision,44549,29288,Approved,13-09-2024,23-09-2024,13-10-2024,
CLM507371,768-47-9586,53,Jessica Ramore,P00609,PR004,Cigna,42574,32570,Approved,03-03-2024,18-03-2024,29-03-2024,
CLM507372,158-71-4125,49,Thomas Martinez,P00360,PR003,Aetna,32335,0,Denied,07-02-2024,14-02-2024,,Timely Filing Limit Exceeded
CLM507373,671-43-6774,86,Emily Hernandez,P00077,PR009,Vision Service Plan,33578,28649,Approved,12-01-2024,29-01-2024,14-02-2024,
CLM507374,276-63-5230,88,Robert Wilson,P00482,PR002,Medicaid,37110,26597,Approved,07-01-2024,13-01-2024,05-02-2024,
CLM507375,223-88-9549,48,Andrew Davis,P00312,PR012,EyeMed,7249,5691,Approved,06-04-2024,17-04-2024,26-04-2024,
CLM507376,909-19-7215,24,Daniel Wilson,P00255,PR001,Medicare,36618,28465,Approved,30-06-2024,15-07-2024,30-07-2024,
CLM507377,447-97-1099,72,Susan Martinez,P00534,PR008,Kaiser Permanente,58597,56565,Approved,19-10-2024,23-10-2024,22-11-2024,
CLM507378,149-27-1065,90,Susan Gonzalez,P00068,PR009,Vision Service Plan,35456,0,Denied,23-08-2024,11-09-2024,,Timely Filing Limit Exceeded
CLM507379,984-83-9813,47,Linda Taylor,P00148,PR015,Molina Healthcare,32439,31432,Approved,25-05-2024,31-05-2024,27-06-2024,
CLM507380,583-77-2385,79,Michael Gonzalez,P00513,PR014,Anthem,29710,0,Denied,20-06-2024,03-07-2024,,Incorrect Member ID
CLM507381,720-96-3938,43,John Davis,P00483,PR007,Humana,18915,0,Denied,12-07-2024,26-07-2024,,Pre-Authorization Required
CLM507382,334-62-3844,55,Paul Jones,P00553,PR007,Humana,19387,19273,Approved,19-01-2024,26-01-2024,19-02-2024,
CLM507383,973-99-5632,54,Charles Jones,P00236,PR007,Humana,46672,41964,Approved,28-09-2024,04-10-2024,24-10-2024,
CLM507384,889-20-4019,66,Paul Jackson,P00459,PR004,Cigna,21522,17817,Approved,03-01-2024,23-01-2024,15-02-2024,
CLM507385,149-27-1065,89,Susan Gonzalez,P00068,PR003,Aetna,41561,33753,Approved,26-04-2024,13-05-2024,03-06-2024,
CLM507386,502-94-6265,34,James Martinez,P00158,PR010,Davis Vision,57527,0,Denied,15-07-2024,30-07-2024,,Policy Lapsed
CLM507387,138-84-9111,61,Michael Garcia,P00036,PR012,EyeMed,4283,0,Denied,30-03-2024,06-04-2024,,Invalid CPT Code
CLM507388,696-47-8306,25,David Taylor,P00069,PR002,Medicaid,11218,8678,Approved,19-10-2024,25-10-2024,18-11-2024,
CLM507389,227-12-8424,58,Isabella Williams,P00004,PR008,Kaiser Permanente,2499,0,Denied,04-03-2024,09-03-2024,,Pre-Authorization Required
CLM507390,956-20-2397,39,Emily Rodriguez,P00192,PR010,Davis Vision,56502,37248,Approved,05-02-2024,25-02-2024,25-03-2024,
CLM507391,155-83-2274,76,Matthew Lopez,P00359,PR007,Humana,6356,6217,Approved,12-02-2024,25-02-2024,15-03-2024,
CLM507392,306-72-9385,41,Linda Williams,P00445,PR006,Blue Cross Blue Shield,41631,31936,Approved,08-02-2024,19-02-2024,09-03-2024,
CLM507393,336-79-4056,86,Rosie Smith,P00546,PR003,Aetna,46842,0,Denied,16-10-2024,30-10-2024,,Coverage Not Eligible
CLM507394,136-11-8664,41,Charles Miller,P00524,PR004,Cigna,35824,0,Denied,15-06-2024,03-07-2024,,Timely Filing Limit Exceeded
CLM507395,485-81-9142,83,Sarah Anderson,P00355,PR003,Aetna,28049,22739,Approved,07-08-2024,11-08-2024,18-08-2024,
CLM507396,920-12-2443,90,Jessica Davis,P00376,PR008,Kaiser Permanente,9865,8733,Approved,26-10-2024,11-11-2024,05-12-2024,
CLM507397,408-21-5897,34,Rosie Gonzalez,P00572,PR012,EyeMed,53595,40734,Approved,01-06-2024,05-06-2024,14-06-2024,
CLM507398,882-72-9837,89,Thomas Davis,P00316,PR011,Spectera,51749,0,Denied,08-02-2024,25-02-2024,,Timely Filing Limit Exceeded
CLM507399,120-45-2446,24,Emily Garcia,P00563,PR015,Molina Healthcare,19667,15899,Approved,22-08-2024,01-09-2024,21-09-2024,
CLM507400,670-45-8204,76,Elizabeth Jones,P00226,PR003,Aetna,40493,32886,Approved,11-07-2024,22-07-2024,11-08-2024,
CLM507401,867-15-5151,60,Joseph Martin,P00587,PR007,Humana,35592,25530,Approved,03-04-2024,10-04-2024,18-04-2024,
CLM507402,636-38-1591,80,Barbara Miller,P00561,PR014,Anthem,20417,19022,Approved,19-04-2024,29-04-2024,27-05-2024,
CLM507403,333-97-5507,88,Robert Rodriguez,P00632,PR009,Vision Service Plan,36000,0,Denied,05-07-2024,21-07-2024,,Coverage Not Eligible
CLM507404,767-15-3325,47,Andrew Rodriguez,P00574,PR006,Blue Cross Blue Shield,4000,2665,Approved,11-05-2024,24-05-2024,06-06-2024,
CLM507405,894-83-5117,34,Patricia Taylor,P00274,PR001,Medicare,43522,28599,Approved,17-03-2024,23-03-2024,30-03-2024,
CLM507406,800-51-7756,41,Karen Lopez,P00416,PR011,Spectera,57131,38746,Approved,19-09-2024,08-10-2024,31-10-2024,
CLM507407,844-49-6470,22,Matthew Martin,P00375,PR010,Davis Vision,14624,13757,Approved,06-04-2024,14-04-2024,29-04-2024,
CLM507408,817-59-3635,78,William Davis,P00366,PR004,Cigna,41199,27236,Approved,18-05-2024,03-06-2024,03-07-2024,
CLM507409,477-20-1260,27,Robert Lopez,P00501,PR011,Spectera,42502,31191,Approved,21-02-2024,10-03-2024,18-03-2024,
CLM507410,559-95-3586,48,Barbara Wilson,P00220,PR013,Superior Vision,43806,0,Denied,25-06-2024,29-06-2024,,Coverage Not Eligible
CLM507411,486-30-7453,57,John Thomas,P00641,PR009,Vision Service Plan,15476,12746,Approved,26-09-2024,07-10-2024,24-10-2024,
CLM507412,232-38-9819,24,Elizabeth Hernandez,P00142,PR004,Cigna,40105,35861,Approved,12-02-2024,17-02-2024,26-02-2024,
CLM507413,177-92-5887,43,Sarah Taylor,P00161,PR013,Superior Vision,41923,0,Denied,08-01-2024,14-01-2024,,Pre-Authorization Required
CLM507414,905-80-1126,36,Mark Garcia,P00496,PR013,Superior Vision,29322,28797,Approved,04-03-2024,18-03-2024,11-04-2024,
CLM507415,892-68-9662,57,Susan Davis,P00468,PR010,Davis Vision,35269,0,Denied,24-04-2024,10-05-2024,,Coverage Not Eligible
CLM507416,989-86-4006,67,Patricia Miller,P00098,PR005,UnitedHealthcare,57309,38729,Approved,18-09-2024,07-10-2024,05-11-2024,
CLM507417,752-38-8374,77,Sarah Davis,P00242,PR002,Medicaid,8951,6247,Approved,26-06-2024,04-07-2024,02-08-2024,
CLM507418,535-74-4280,42,David Smith,P00063,PR002,Medicaid,23287,22669,Approved,17-01-2024,28-01-2024,08-02-2024,
CLM507419,876-14-2700,81,Elizabeth Ramore,P00611,PR004,Cigna,23576,19649,Approved,31-05-2024,16-06-2024,15-07-2024,
CLM507420,158-92-7439,68,Michael Jackson,P00437,PR003,Aetna,18610,0,Denied,27-02-2024,12-03-2024,,Invalid CPT Code
CLM507421,538-67-7589,32,Anthony Gonzalez,P00266,PR004,Cigna,14348,0,Denied,16-01-2024,26-01-2024,,Duplicate Claim
CLM507422,470-30-9644,37,Patricia Gonzalez,P00393,PR004,Cigna,29539,0,Denied,01-04-2024,07-04-2024,,Pre-Authorization Required
CLM507423,975-54-7308,33,Jennifer Gonzalez,P00276,PR015,Molina Healthcare,36676,35121,Approved,23-03-2024,29-03-2024,28-04-2024,
CLM507424,196-33-1414,31,John Gonzalez,P00016,PR011,Spectera,42968,38197,Approved,19-04-2024,09-05-2024,16-05-2024,
CLM507425,258-66-5432,68,Charles Garcia,P00490,PR006,Blue Cross Blue Shield,40024,32188,Approved,07-09-2024,18-09-2024,17-10-2024,
CLM507426,624-76-5849,46,Paul Williams,P00224,PR001,Medicare,21109,20158,Approved,28-08-2024,15-09-2024,06-10-2024,
CLM507427,776-98-3408,56,Patricia Hernandez,P00374,PR004,Cigna,38554,28849,Approved,10-08-2024,30-08-2024,25-09-2024,
CLM507428,149-55-9852,83,Richard Taylor,P00394,PR010,Davis Vision,30635,0,Denied,04-08-2024,11-08-2024,,Timely Filing Limit Exceeded
CLM507429,100-33-4889,51,Thomas Smith,P00488,PR005,UnitedHealthcare,6262,4287,Approved,10-07-2024,14-07-2024,08-08-2024,
CLM507430,651-12-2392,29,Richard Miller,P00057,PR005,UnitedHealthcare,21040,15921,Approved,06-09-2024,17-09-2024,05-10-2024,
CLM507431,102-72-2148,57,David Thomas,P00007,PR015,Molina Healthcare,50860,42991,Approved,06-09-2024,14-09-2024,13-10-2024,
CLM507432,990-96-7479,40,Barbara Johnson,P00392,PR011,Spectera,24374,17283,Approved,06-06-2024,24-06-2024,16-07-2024,
CLM507433,806-63-5608,82,David Wilson,P00001,PR009,Vision Service Plan,27332,0,Denied,13-03-2024,30-03-2024,,Invalid CPT Code
CLM507434,461-63-1964,41,Sarah Gonzalez,P00348,PR013,Superior Vision,35835,0,Denied,15-05-2024,24-05-2024,,Pre-Authorization Required
CLM507435,552-83-9822,82,Elizabeth Wilson,P00507,PR002,Medicaid,11704,0,Denied,29-09-2024,08-10-2024,,Pre-Authorization Required
CLM507436,732-40-9017,54,Elizabeth Smith,P00522,PR002,Medicaid,16976,15377,Approved,23-01-2024,05-02-2024,04-03-2024,
CLM507437,600-24-8557,60,David Ramore,P00357,PR014,Anthem,13627,12143,Approved,03-04-2024,20-04-2024,14-05-2024,
CLM507438,859-88-8230,58,William Williams,P00514,PR013,Superior Vision,31984,0,Denied,17-07-2024,21-07-2024,,Pre-Authorization Required
CLM507439,172-71-8588,71,Patricia Garcia,P00512,PR013,Superior Vision,48230,40622,Approved,10-07-2024,27-07-2024,12-08-2024,
CLM507440,408-21-5897,84,Rosie Gonzalez,P00572,PR002,Medicaid,13066,9216,Approved,18-10-2024,05-11-2024,21-11-2024,
CLM507441,875-92-5983,78,Barbara Moore,P00414,PR006,Blue Cross Blue Shield,57999,0,Denied,06-07-2024,26-07-2024,,Timely Filing Limit Exceeded
CLM507442,408-21-5897,40,Rosie Gonzalez,P00572,PR014,Anthem,13498,0,Denied,27-03-2024,13-04-2024,,Policy Lapsed
CLM507443,974-65-9242,84,Mark Jones,P00315,PR009,Vision Service Plan,57256,53675,Approved,30-01-2024,17-02-2024,16-03-2024,
CLM507444,445-12-9046,44,Anthony Miller,P00586,PR003,Aetna,30847,29859,Approved,12-09-2024,26-09-2024,19-10-2024,
CLM507445,283-91-7607,76,Andrew Miller,P00615,PR002,Medicaid,4535,3242,Approved,22-05-2024,31-05-2024,19-06-2024,
CLM507446,829-71-1327,78,Richard Moore,P00469,PR009,Vision Service Plan,17116,11706,Approved,23-09-2024,02-10-2024,21-10-2024,
CLM507447,859-23-4484,35,Olivia Miller,P00043,PR006,Blue Cross Blue Shield,34004,33428,Approved,07-04-2024,27-04-2024,20-05-2024,
CLM507448,698-71-1875,77,Matthew Hernandez,P00543,PR013,Superior Vision,3932,3327,Approved,20-09-2024,24-09-2024,12-10-2024,
CLM507449,668-92-4147,55,Andrew Hernandez,P00234,PR006,Blue Cross Blue Shield,49934,0,Denied,30-03-2024,14-04-2024,,Coverage Not Eligible
CLM507450,989-86-4006,51,Patricia Miller,P00098,PR012,EyeMed,36466,35985,Approved,30-01-2024,08-02-2024,05-03-2024,
CLM507451,354-93-2518,25,John Garcia,P00625,PR007,Humana,21616,14914,Approved,29-09-2024,06-10-2024,22-10-2024,
CLM507452,583-77-2385,55,Michael Gonzalez,P00513,PR003,Aetna,58694,44720,Approved,20-09-2024,08-10-2024,31-10-2024,
CLM507453,742-11-2163,38,Charles Ramore,P00035,PR001,Medicare,11007,10177,Approved,07-09-2024,26-09-2024,09-10-2024,
CLM507454,560-70-8197,36,Rosie Lopez,P00241,PR004,Cigna,41930,37395,Approved,14-09-2024,02-10-2024,31-10-2024,
CLM507455,882-72-9837,75,Thomas Davis,P00316,PR014,Anthem,50051,0,Denied,17-01-2024,21-01-2024,,Invalid CPT Code
CLM507456,975-54-7308,70,Jennifer Gonzalez,P00276,PR014,Anthem,14950,13052,Approved,07-01-2024,20-01-2024,08-02-2024,
CLM507457,975-28-8981,21,Susan Smith,P00298,PR010,Davis Vision,50809,50077,Approved,27-02-2024,13-03-2024,11-04-2024,
CLM507458,924-44-6685,23,Patricia Jones,P00346,PR009,Vision Service Plan,34247,28833,Approved,20-09-2024,25-09-2024,18-10-2024,
CLM507459,784-87-5295,70,Emily Martin,P00025,PR009,Vision Service Plan,17072,11307,Approved,11-04-2024,29-04-2024,16-05-2024,
CLM507460,349-69-4310,77,Patricia Smith,P00212,PR008,Kaiser Permanente,5484,5040,Approved,17-07-2024,06-08-2024,30-08-2024,
CLM507461,670-73-1238,57,Elizabeth Davis,P00338,PR003,Aetna,58115,40451,Approved,15-10-2024,31-10-2024,16-11-2024,
CLM507462,335-80-8064,89,Mark Johnson,P00526,PR003,Aetna,41182,0,Denied,16-06-2024,22-06-2024,,Invalid CPT Code
CLM507463,553-41-3435,69,Mark Martin,P00629,PR005,UnitedHealthcare,22622,19655,Approved,27-04-2024,14-05-2024,13-06-2024,
CLM507464,668-92-4147,32,Andrew Hernandez,P00234,PR007,Humana,10668,8185,Approved,20-08-2024,27-08-2024,05-09-2024,
CLM507465,194-54-8717,42,Patricia Johnson,P00256,PR004,Cigna,9935,0,Denied,18-03-2024,04-04-2024,,Invalid CPT Code
CLM507466,499-69-7787,87,Paul Rodriguez,P00176,PR007,Humana,57885,47069,Approved,08-06-2024,17-06-2024,06-07-2024,
CLM507467,984-83-9813,40,Linda Taylor,P00148,PR002,Medicaid,27198,22791,Approved,30-06-2024,13-07-2024,06-08-2024,
CLM507468,912-21-2229,64,Elizabeth Jackson,P00200,PR007,Humana,49064,0,Denied,08-03-2024,19-03-2024,,Pre-Authorization Required
CLM507469,920-12-2443,51,Jessica Davis,P00376,PR015,Molina Healthcare,30276,22569,Approved,03-06-2024,17-06-2024,02-07-2024,
CLM507470,770-20-1613,21,Joseph Ramore,P00024,PR007,Humana,55511,0,Denied,15-02-2024,25-02-2024,,Coverage Not Eligible
CLM507471,953-76-7451,78,Karen Jones,P00171,PR010,Davis Vision,42494,0,Denied,26-04-2024,01-05-2024,,Coverage Not Eligible
CLM507472,256-12-2934,42,Anthony Martin,P00139,PR013,Superior Vision,4977,4312,Approved,07-01-2024,24-01-2024,15-02-2024,
CLM507473,498-71-9471,29,Sarah Johnson,P00378,PR002,Medicaid,59163,56736,Approved,10-10-2024,14-10-2024,13-11-2024,
CLM507474,639-47-2799,61,John Martin,P00118,PR010,Davis Vision,8251,0,Denied,26-08-2024,05-09-2024,,Duplicate Claim
CLM507475,345-59-6663,90,Joseph Williams,P00492,PR008,Kaiser Permanente,46312,38107,Approved,04-05-2024,17-05-2024,30-05-2024,
CLM507476,596-94-2764,46,Isabella Garcia,P00505,PR004,Cigna,5901,4001,Approved,06-08-2024,20-08-2024,11-09-2024,
CLM507477,282-89-5360,28,Sophia Jackson,P00472,PR009,Vision Service Plan,40419,34846,Approved,22-03-2024,31-03-2024,27-04-2024,
CLM507478,622-21-1354,84,Thomas Miller,P00265,PR012,EyeMed,17377,14305,Approved,19-01-2024,28-01-2024,25-02-2024,
CLM507479,521-56-6009,25,Barbara Martinez,P00340,PR001,Medicare,11949,0,Denied,23-03-2024,27-03-2024,,Incorrect Member ID
CLM507480,886-62-3122,30,Daniel Garcia,P00497,PR014,Anthem,53583,53382,Approved,30-09-2024,06-10-2024,17-10-2024,
CLM507481,447-97-1099,81,Susan Martinez,P00534,PR008,Kaiser Permanente,40498,39343,Approved,13-04-2024,20-04-2024,08-05-2024,
CLM507482,683-45-5856,32,Sarah Lopez,P00551,PR005,UnitedHealthcare,3330,2684,Approved,05-09-2024,23-09-2024,11-10-2024,
CLM507483,493-50-3196,45,John Wilson,P00566,PR004,Cigna,9544,7874,Approved,04-04-2024,15-04-2024,10-05-2024,
CLM507484,621-93-7196,48,Thomas Jackson,P00499,PR001,Medicare,54828,50220,Approved,18-03-2024,07-04-2024,22-04-2024,
CLM507485,974-65-9242,65,Mark Jones,P00315,PR011,Spectera,41599,0,Denied,24-06-2024,30-06-2024,,Missing Documentation
CLM507486,278-37-3133,28,Susan Jones,P00364,PR005,UnitedHealthcare,34762,26472,Approved,28-02-2024,12-03-2024,11-04-2024,
CLM507487,891-73-6986,84,Emily Taylor,P00317,PR002,Medicaid,51489,47354,Approved,11-05-2024,26-05-2024,24-06-2024,
CLM507488,421-30-2417,79,Susan Williams,P00494,PR012,EyeMed,58024,0,Denied,13-03-2024,18-03-2024,,Invalid CPT Code
CLM507489,258-66-5432,70,Charles Garcia,P00490,PR012,EyeMed,15918,12522,Approved,18-07-2024,25-07-2024,14-08-2024,
CLM507490,152-33-4177,41,Andrew Garcia,P00365,PR004,Cigna,48846,0,Denied,20-07-2024,28-07-2024,,Pre-Authorization Required
CLM507491,780-24-2593,39,Jessica Garcia,P00283,PR006,Blue Cross Blue Shield,22247,15220,Approved,17-10-2024,24-10-2024,05-11-2024,
CLM507492,956-20-2397,39,Emily Rodriguez,P00192,PR008,Kaiser Permanente,42089,34673,Approved,07-08-2024,11-08-2024,03-09-2024,
CLM507493,973-68-6234,69,Barbara Lopez,P00402,PR004,Cigna,22752,16077,Approved,13-05-2024,21-05-2024,05-06-2024,
CLM507494,413-77-3471,34,Karen Gonzalez,P00423,PR014,Anthem,26167,23727,Approved,08-07-2024,22-07-2024,15-08-2024,
CLM507495,389-50-8804,67,Daniel Jackson,P00363,PR004,Cigna,43332,0,Denied,06-02-2024,25-02-2024,,Policy Lapsed
CLM507496,378-83-7990,82,Barbara Rodriguez,P00087,PR015,Molina Healthcare,50524,35214,Approved,25-09-2024,03-10-2024,25-10-2024,
CLM507497,446-94-3162,27,Joseph Thomas,P00178,PR006,Blue Cross Blue Shield,16492,12778,Approved,26-03-2024,13-04-2024,06-05-2024,
CLM507498,925-29-8088,27,Anthony Williams,P00310,PR009,Vision Service Plan,13297,10147,Approved,30-03-2024,17-04-2024,04-05-2024,
CLM507499,846-84-4739,19,Andrew Anderson,P00370,PR004,Cigna,26211,20374,Approved,26-10-2024,02-11-2024,14-11-2024,
CLM507500,827-20-5420,63,Rosie Anderson,P00094,PR012,EyeMed,17172,12640,Approved,27-08-2024,06-09-2024,02-10-2024,
CLM507501,711-88-4128,49,John Martinez,P00391,PR002,Medicaid,46110,0,Denied,06-10-2024,11-10-2024,,Coverage Not Eligible
CLM507502,954-42-6318,75,Mark Jackson,P00458,PR007,Humana,10150,0,Denied,15-06-2024,02-07-2024,,Duplicate Claim
CLM507503,419-60-3382,47,Mary Miller,P00026,PR008,Kaiser Permanente,38003,29733,Approved,19-04-2024,09-05-2024,21-05-2024,
CLM507504,683-98-4146,33,Mary Gonzalez,P00439,PR005,UnitedHealthcare,43821,42292,Approved,21-08-2024,27-08-2024,06-09-2024,
CLM507505,703-43-6398,64,Barbara Martin,P00339,PR005,UnitedHealthcare,23216,17204,Approved,15-07-2024,29-07-2024,26-08-2024,
CLM507506,941-20-8389,52,Charles Jackson,P00300,PR007,Humana,14016,0,Denied,21-05-2024,09-06-2024,,Invalid CPT Code
CLM507507,158-71-4125,19,Thomas Martinez,P00360,PR005,UnitedHealthcare,4038,0,Denied,09-06-2024,27-06-2024,,Missing Documentation
CLM507508,653-77-3709,34,Richard Garcia,P00079,PR003,Aetna,31208,24587,Approved,31-08-2024,18-09-2024,18-10-2024,
CLM507509,614-62-7098,29,Isabella Smith,P00568,PR014,Anthem,7960,6923,Approved,07-09-2024,25-09-2024,14-10-2024,
CLM507510,502-43-8319,79,Anthony Garcia,P00291,PR012,EyeMed,40743,26660,Approved,26-06-2024,15-07-2024,14-08-2024,
CLM507511,298-86-6968,53,Joseph Hernandez,P00151,PR011,Spectera,19606,17781,Approved,13-08-2024,21-08-2024,02-09-2024,
